گھاس	کائی	5.0
اسکول	قانون	1.13
پاؤں	سر	2.3
ماں	ولی	6.5
شراب	وہسکی	7.27
منہ	دانت	6.3
ناشتہ	بیکن	4.37
پلیٹ	پیالہ	5.23
گوشت	بیکن	5.8
ہوا	ہیلیم	3.63
کارکن	آجر	5.37
جسم	سینے	4.45
بیٹا	باپ	3.82
دل	سرجری	1.08
عورت	سکریٹری	1.98
آدمی	والد	4.83
بیچ	جزیرہ	5.6
کہانی	عنوان	5.0
کھیل	تفریح	3.42
جوڑے	جوڑی	8.33
عورت	بیوی	5.72
بھیڑ	مویشی	4.77
پرس	بیگ	8.33
چھت	گرجا	2.42
بین	کافی	5.15
لکڑی	کاغذ	2.88
اوپر	پہلو	1.9
درد	نقصان	5.38
عاشق	ساتھی	5.97
باپ	بیٹی	2.62
گائے	بکرا	2.93
عقیدہ	رائے	7.7
حقیقت	وہم	1.42
دولت	غربت	1.27
جنگ	فتح	7.22
دوست	استاد	2.62
بیماری	انفیکشن	6.9
کھیل	چال	2.32
خالہ	بھتیجا	3.1
کارکن	مستری	4.92
ڈاکٹر	آرتھوڈاونسٹ	5.58
بلوط	میپل	6.03
مکھی	ملکہ	3.27
کار	سائیکل	3.47
مقصد	جستجو	5.83
اگست	مہینہ	5.53
فوج	دستہ	5.08
بادل	موسم	4.87
معالج	ڈاکٹر	8.88
دریا	وادی	1.67
سورج	آسمان	2.27
ہدف	تیر	3.25
چاکلیٹ	پائی	2.27
حالات	صورتحال	7.85
رائے	انتخاب	5.43
تال	راگ	6.12
آنت	اعصاب	4.93
دن	فجر	5.47
ڈاکٹر	پروفیسر	4.65
بازو	رگ	3.65
کمرہ	نہانا	3.33
کارپوریشن	کاروبار	9.02
پہاڑی	پہاڑ	4.28
ہڈی	ٹخنوں	3.82
سیب	کینڈی	2.08
مددگار	نوکرانی	5.58
رہنما	مینیجر	7.27
لیموں	چائے	1.6
مکھی	چیونٹی	2.78
چاول	سیم	2.72
بستر	فرنیچر	6.08
جذبات	جذبہ	7.72
مشین	انجن	5.58
بیچ	سمندر	4.68
گلی	کٹورا	1.53
جار	بوتل	7.83
طاقت	صلاحیت	5.28
بیج	سرسوں	3.48
گٹار	ڈھول	3.78
رائے	خیال	5.7
غذا	ترکاریاں	2.98
ماں	بیوی	3.02
والد	ماں	3.55
کپتان	نااخت	5.0
میٹر	یارڈ	5.6
بیئر	شیمپین	4.45
موٹر	کشتی	2.57
کارڈ	پل	1.97
سائنس	نفسیات	4.92
گنہگار	سنت	1.6
تباہی	تعمیر	0.98
بھیڑ	جھنڈ	7.42
بیچ	چٹان	3.77
آدمی	بچہ	4.13
روٹی	پنیر	1.95
چیمپیئن	فاتح	8.73
جشن	تقریب	7.72
مینو	آرڈر	3.62
بادشاہ	شہزادی	3.27
دولت	وقار	6.07
برداشت	طاقت	6.58
خدا	پجاری	4.5
مرد	برادری	3.13
دوست	ساتھی	8.65
استاد	مددگار	4.28
جسم	پیٹ	3.93
زبان	گلا	3.1
گھر	قالین	1.38
ذہانت	مہارت	5.35
سفر	فتح	4.72
خدا	شکار	1.23
بھائی	روح	0.97
موت	تباہی	4.13
راکشس	شیطان	6.95
دن	صبح	4.87
آدمی	فاتح	1.9
دوست	لڑکا	3.88
گانا	کہانی	3.97
کرن	دھوپ	6.83
لڑکا	جڑنا	5.83
چکن	چاول	1.43
باکس	لفٹ	1.32
مکھن	آلو	1.22
اپارٹمنٹ	فرنیچر	1.28
جھیل	دلدل	4.92
ترکاریاں	سرکہ	1.13
پھول	بلب	4.48
بادل	دوبد	6.67
ڈرائیور	پائلٹ	6.28
چینی	شہد	5.13
جسم	کندھے	2.88
خیال	شبیہہ	3.55
باپ	بھائی	4.2
چاند	سیارہ	5.87
گیند	کپڑے	2.32
ریل	باڑ	5.22
کمرے	بستر	2.35
پھول	جھاڑی	4.25
ہڈی	گھٹنے	4.17
بازو	گھٹنے	2.75
نیچے	پہلو	2.63
برتن	رگ	5.15
بلی	خرگوش	2.37
گوشت	سینڈوچ	2.35
عقیدہ	تصور	5.08
ذہانت	بصیرت	5.9
توجہ	دلچسپی	7.22
رویہ	اعتماد	4.35
دلیل	معاہدہ	1.45
گہرائی	وسعت	6.12
میڈیم	خبریں	3.65
فاتح	امیدوار	2.78
سالگرہ	تاریخ	5.08
فیس	ادائیگی	7.15
بائبل	حمد	5.15
آدمی	سنگری	3.25
گلیارے	ہال	6.35
وہسکی	جن	6.28
خون	میرو	3.4
تیل	منک	1.23
فرش	ڈیک	5.55
چھت	فرش	2.62
دروازہ	فرش	1.67
کندھے	سر	3.42
ویگن	گاڑی	7.7
کار	گاڑی	5.13
کہنی	ٹخنوں	3.13
دولت	شہرت	4.02
افسوس	شرم	4.77
انتظامیہ	انتظام	7.25
مواصلت	گفتگو	8.02
آلودگی	ماحول	4.25
اناٹومی	حیاتیات	5.33
کالج	پیشہ	3.12
کتاب	عنوان	2.07
فارمولہ	مساوات	7.95
کتاب	معلومات	5.0
لڑکا	ساتھی	1.9
آسمان	کائنات	4.68
آبادی	لوگ	7.68
کالج	کلاس	4.13
چیف	میئر	4.85
ربیع	وزیر	7.62
میٹر	انچ	5.08
پالئیےسٹر	روئی	5.63
وکیل	بینکر	1.88
وایلن	آلہ	6.58
کیمپ	کیبن	4.2
برتن	آلات	2.53
وہسکی	شیمپین	5.33
کاٹیج	کیبن	7.72
چڑیا	مرغی	7.03
ریکیٹ	شور	8.1
بالغ	بچہ	2.22
چارکول	کوئلہ	7.63
سر	کیل	2.47
لاگ	لکڑی	8.05
چمچ	کپ	2.02
جسم	اعصاب	3.13
آدمی	شوہر	5.32
ہڈی	گردن	2.53
مایوسی	غصہ	6.5
دریا	سمندر	5.72
کلب	معاشرے	5.23
عکاسی	شبیہہ	7.27
شہزادہ	بادشاہ	5.92
برف	موسم	5.48
لوگ	پارٹی	2.2
لڑکا	بھائی	6.67
جڑ	گھاس	3.55
بھوری	آنکھ	3.82
پیسہ	موتی	2.1
رقم	ہیرا	3.42
گاڑی	بس	6.47
ٹیکسی	بس	5.6
گھر	گودام	4.33
انگلی	کھجور	3.33
کار	پل	0.95
کوشش	مشکل	4.45
حقیقت	بصیرت	4.77
نوکری	انتظام	3.97
کینسر	بیماری	7.93
لفظ	اخبار	2.47
کمپوزر	مصنف	6.58
اداکار	گلوکار	4.52
پناہ	جھونپڑی	6.47
کیبن	جھونپڑی	6.53
قدر	اعتقاد	7.07
دانشمندی	ذہانت	7.47
لاعلمی	ذہانت	1.5
خوشی	قسمت	2.38
خیال	سکیم	6.75
مزاج	جذبات	8.12
خوشی	امن	6.03
مایوسی	غم	7.22
منطق	ریاضی	3.97
دلیل	تنقید	5.08
جارحیت	دشمنی	8.48
ہسٹیریا	الجھن	6.33
کیمسٹری	تھیوری	3.17
سکون	حفاظت	5.8
اعتماد	خود	3.12
وژن	تاثر	6.88
عہد	دہائی	5.4
کوڈ	علامت	6.03
خطرہ	بیماری	3.0
حادثہ	تباہی	5.9
سرگرمی	تحریک	7.15
باپ	خدا	3.57
کارروائی	کورس	5.45
بخار	بیماری	7.65
کھیل	کارروائی	4.85
انو	ہوا	3.05
گھر	ریاست	2.58
لفظ	ادب	4.77
بالغ	سرپرست	6.9
اخبار	معلومات	5.65
کزن	چچا	4.63
آدمی	ساتھی	3.57
علاقے	کونے	2.07
دیوار	سجاوٹ	2.62
لفظ	صفحہ	2.92
نرس	سائنسدان	2.08
سیاستدان	صدر	7.38
صدر	میئر	5.68
کتاب	مضمون	4.72
آدمی	یودقا	4.72
مضمون	جریدہ	6.18
بھیڑ	پریڈ	3.93
گلیارے	دالان	6.75
استاد	ربیع	4.37
ہپ	ہونٹ	1.43
کتاب	مضمون	5.43
کمرے	سیل	4.58
باکس	بوتھ	3.8
بیٹی	بچہ	4.17
اعضاء	ٹانگ	6.9
جگر	پھیپھڑوں	2.7
پہاڑ	کنارے	3.73
کار	لفٹ	1.03
بستر	سوفی	3.42
کپڑے	بٹن	2.3
کپڑے	کوٹ	5.35
گردے	اعضاء	6.17
سیب	چٹنی	1.43
چکن	سٹیک	3.73
کار	نلی	0.87
تمباکو	سگریٹ	7.5
بچی	بیٹی	5.0
پائپ	سگار	6.03
دودھ	رس	4.05
باکس	سگار	1.25
اپارٹمنٹ	ہوٹل	3.33
کپ	شنک	3.17
گھوڑا	بیل	3.02
گلے	ناک	2.8
ہڈی	دانت	4.17
ہڈی	کہنی	3.78
بیکن	بین	1.22
کپ	جار	5.13
ثبوت	حقیقت	7.3
تقرری	منگنی	6.75
سالگرہ	سال	1.67
لفظ	اشارہ	2.53
ایٹم	کاربن	3.1
خط	پیراگراف	4.0
صفحہ	پیراگراف	3.03
کھڑی	چیپل	7.08
پٹھوں	ہڈی	3.65
پٹھوں	زبان	5.0
لڑکا	سپاہی	2.15
لڑکا	لڑکی	3.33
بستر	کرسی	3.5
کپڑے	جیکٹ	5.15
بندوق	چاقو	3.65
ٹن	دھات	5.63
بوتل	کنٹینر	7.93
مرغی	ترکی	6.13
گوشت	روٹی	1.67
بازو	ہڈی	3.83
سیب	لیموں	4.05
اذیت	غم	7.63
تفویض	کام	8.7
رات	فجر	2.95
بچھڑا	بیل	4.93
برف	طوفان	4.8
کیل	ہاتھ	3.42
کتا	گھوڑا	2.38
بازو	گردن	1.58
گیند	دستانے	1.75
فلو	بخار	6.08
فیس	تنخواہ	3.72
اعصاب	دماغ	3.88
لڑکی	نوکرانی	2.93
بچہ	لڑکا	5.75
ناک	منہ	3.73
گلی	کار	2.38
گھنٹی	دروازہ	2.2
باکس	ٹوپی	1.3
عقیدہ	تاثر	5.95
تعصب	رائے	5.6
توجہ	بیداری	8.73
غصہ	موڈ	4.1
خوبصورتی	انداز	5.72
خوبصورتی	عمر	1.58
کتاب	تھیم	2.58
دوست	ماں	2.53
وٹامن	آئرن	5.55
کار	فیکٹری	2.75
معاہدہ	حالت	2.45
باب	انتخاب	0.48
ریاضی	تال	2.35
فاتح	موجودگی	1.08
عقیدہ	پھول	0.4
فاتح	گول	3.23
چال	سائز	0.48
انتخاب	رگ	0.98
تسبیح	فتح	0.68
برداشت	بینڈ	0.4
جیل	انتخاب	1.08
حالت	لڑکا	0.48
پھول	برداشت	0.4
سوراخ	معاہدہ	0.3
ڈاکٹر	غصہ	0.48
برادری	دروازہ	0.68
کام	عورت	0.68
سنٹ	سائز	0.4
موجودگی	دروازہ	0.48
ماؤس	انتظام	0.48
شراب	صدی	0.4
کام	تنکے	0.68
جزیرے	کام	0.3
رات	باب	0.48
آلودگی	صدر	0.68
بندوق	چال	0.48
غسل	چال	0.58
غذا	سیب	1.18
صد	بیوی	0.58
باب	دم	0.3
بھجن	تنکے	0.4
بیوی	تنکے	0.4
سوراخ	بیوی	0.68
شاگرد	صدر	0.78
غسل	بیوی	0.48
لوگ	صد	0.48
فارمولہ	لاگ	1.77
عورت	کھال	0.58
سیب	دھوپ	0.58
بندوق	صبح	1.18
کھانا	کمر	0.98
کیمرا	صدر	0.48
شراب	بینڈ	0.68
پیٹ	رگ	2.35
بندوق	کھال	0.3
کارکن	کیمرہ	0.68
ڈیک	ماؤس	0.48
چاول	لڑکے	0.4
لوگ	بندوق	0.68
پہاڑ	دم	0.3
شہزادی	جزیرے	0.3
کنٹینر	ماؤس	0.3
ویگن	کنٹینر	2.65
لوگ	غبارہ	0.48
ڈالر	لوگ	0.4
غسل	غبارہ	0.4
پیٹ	بیڈروم	0.4
سائیکل	بیڈروم	0.4
لاگ	غسل	0.4
کٹورا	دم	0.48
جاؤ	آؤ	2.42
ختم	غائب	9.8
ضرب	تقسیم	1.75
حفاظت	دفاع	9.13
کھو	ناکام	7.33
حاصل	پورا	8.57
وصول	دینا	1.47
ادھار	بھیک	2.62
مشورہ	سفارش	8.1
جیت	کامیاب	7.9
سلام	ملنا	6.17
تباہ	بنانے	1.6
سمجھنا	جاننا	7.47
کامیاب	ناکام	0.83
جمع	ملنا	7.3
بنائیں	کمائیں	7.62
ضرب	اضافہ	2.7
سکڑ	بڑھ	0.23
آو	آؤ	7.05
تقرری	منتخب	8.17
مشغول	شادی	5.43
لے	پہنچا	4.37
بولیں	سنیں	3.02
کھو	رکھو	1.05
تنظیم	منظم	1.45
لے	قبضہ	7.2
سیکھیں	سنیں	3.88
تباہ	تعمیر	0.92
چوری	خرید	1.13
کرو	ہو	4.23
مستحق	کمائیں	5.8
جاننا	سمجھنا	7.63
پالنا	رکھنا	4.85
تعاون	شرکت	6.43
آؤ	لانا	2.42
پڑھنا	سمجھنا	4.7
دریافت	شروع	4.83
حاصل	کامیاب	7.5
سمجھو	سنو	4.68
بڑھائیں	بڑھیں	8.27
ادھار	فروخت	1.73
احساس	دریافت	7.47
بحث	وضاحت	6.67
واپس	مسترد	6.38
رکھیں	قرض	2.25
بندوبست	منظم	8.27
کم	سکڑ	8.02
بولنا	ماننا	4.67
دے	ادھار	2.22
قتل	دفاع	2.63
غائب	سکڑ	5.8
تکمیل	بن	4.0
بن	ظاہر	4.77
رکھنا	دینا	1.05
لانا	بھیجنا	2.97
جذب	سیکھنا	5.48
شامل	شادی	5.35
دے	چوری	0.5
منظم	بن	1.77
تعاون	شمولیت	5.18
تفتیش	پیچھا	7.15
شامل	حاصل	2.85
جمع	شرکت	4.8
