sher	hayaatiyaat	4.77
sher	hewanat	5.62
nafsiat	nafsiati	8.08
nafsiat	iztiraab	7.00
nafsiat	khauf	6.85
nafsiat	afsurdagi	7.42
nafsiat	clinic	6.58
nafsiat	dr	6.42
nafsiat	faried	8.21
nafsiat	dimagh	7.69
nafsiat	sahet	7.23
nafsiat	science	6.71
nafsiat	idraak	7.48
sayarah	sitara	8.45
sayarah	chaand	8.08
sayarah	Sooraj	8.02
sayarah	kehkashan	8.11
sayaray	jagah	7.92
misaal	misaal	5.85
misaal	maloomat	3.85
misaal	idraak	2.81
misaal	qanoon	6.65
misaal	majmoa	2.50
misaal	group	1.77
misaal	Sabiqa	6.04
cup	kaafi	6.58
cup	mazmoon	2.40
cup	numoo	2.92
cup	cheez	3.69
cup	hasti	2.15
cup	mashroob	7.25
cup	khana	5.00
cup	madah	1.92
cup	maya	5.90
jigwar	billi	7.42	
jigwar	car	7.27
tawanai	secretary	1.81
secretary	senate	5.06
tawanai	laboratory	5.09
computer	laboratory	6.78
hathyaar	raaz	6.06
fbi	tafteesh	8.31
tehqiqaat	koshish	4.59
mareekh	pani	2.94
mareekh	sciencedaan	5.63
khabar	report	8.16
tasweer	satah	4.56
daryaft	jagah	6.34
dastakhat	chhutti	2.38
budh	khabar	2.22
mil	kilometer	8.66
computer	khabrain	4.47
ilaqa	satah	5.34
saddar	tamgha	3.00
jung	fouj	8.13
record	number	6.31
jald	aankhh	6.22
japani	Amrici	6.50
theatre	tareekh	3.91
razakaar	naara	2.56
taasub	pehchan	3.00
sajawat	bahaduri	5.63
sadi	saal	7.59
sadi	qoum	3.16
takheer	khabar	3.31
wazeer	party	6.63
aman	mansoobah	4.75
aqliat	aman	3.69
koshish	aman	4.25
hukoomat	bohraan	6.56
taenati	rawaangi	4.25
taenati	wapsi	5.88
tawanai	bohraan	5.94
elaan	khabar	7.56
elaan	koshish	2.75
faalij	hospital	7.03
mazoori	mout	5.47
mazloom	emergency	6.47
ilaaj	bahaali	7.91
jareeda	association	4.97
dr	ahelkaar	5.00
dr	vajbat	5.19
vajbat	insurance	7.03
school	markaz	3.44
wajah	miyaar	5.91
so	feesad	7.38
harvard	yale	8.13
hospital	anfrastrkchr	4.63
mout	qitaar	5.25
mout	qaidi	5.03
wakeel	saboot	6.69
zindagi	mout	7.88
zindagi	istilaah	4.50
lafz	mamaslat	4.75
board	sifarish	4.47
governor	interview	3.25
avpik	malik	5.63
aman	mahol	3.69
aman	insurance	2.94
ilaqa	kilometer	5.28
safar	sargarmi	5.00
muqaabla	qeemat	6.44
Sarif	aetmaad	4.13
Sarif	tawanai	4.75
car	parwaaz	4.94
crdt	card	8.06
crdt	maloomat	5.31
hotel	booking	8.03
grocery	raqam	5.94
registration	intizam	6.00
intizam	rahaish	5.41
maheena	hotel	1.81
aamad	hotel	6.00
bistar	almaari	6.72
almaari	kapray	8.00
simt	majmoa	2.25
gali	jagah	6.44
gali	ayoynyo	8.88
gali	block	6.88
gali	bachon	4.94
mobile	phone	7.81
pedawar	izafay	1.75
miyaar	index	4.25
media	tijarat	3.88
media	haasil	2.88
munafe	adaigi	7.63
munafe	hisaab	6.48
currency	market	7.50
avpik	tail	8.59
tail	stock	6.34
elaan	pedawar	3.38
elaan	intibah	6.00
munafe	intibah	3.88
munafe	nuqsaan	7.63
dollar	yan	7.78
dollar	munafe	7.38
dollar	nuqsaan	6.09
computer	software	8.50
network	hardware	8.31
phone	samaan	7.13
aish	car	6.47
paanch	maheena	3.38
report	haasil	3.63
maya	pani	7.89
khail	fatah	7.03
khail	team	7.69
khail	series	6.19
khail	shikast	6.97
saat	series	3.56
khana	tayari	6.22
shuru	saal	4.06
shuru	match	4.47
khail	gole	5.97
baksng	gole	7.61
line	insurance	2.69
din	garmiyan	3.94
garmiyan	fitrat	5.63
din	Fajar	7.53
fitrat	mahol	8.31
mahol	maholiyaat	8.81
fitrat	aadmi	6.25
aadmi	aurat	8.30
aadmi	governor	5.25
qatal	khoon	8.53
avpira	karkardagi	6.88
zindagi	sabaq	5.94
tavajja	zindagi	4.06
pedawar	amlah	6.25
aashiq	jhagra	6.19
nazreen	serial	2.97
imkaan	larki	1.94
abadi	taraqqi	3.75
ikhlaqiaat	ahmiyat	3.31
ikhlaqiaat	shadi	3.69
mexico	brazil	7.44
sanaf	masawaat	6.41
tabdeeli	rawayya	5.44
avpira	sanat	2.63
cheeni	rasai	0.88
mashq	idaara	3.19
wizarat	Saqafat	4.69
masla	challenge	6.75
size	ahmiyat	5.31
malik	shehri	7.31
sayarah	log	5.75
taraqqi	masla	3.97
tajurbah	moseeqi	3.47
moseeqi	project	3.63
glass	dhaat	5.56
aylominim	dhaat	7.83
mauqa	saakh	3.88
concert	virtuoso	6.81
raak	Jaaz	7.59
museum	theatre	7.19
jagah	duniya	6.53
tahaffuz	duniya	6.19
dakhla	ticket	7.69
shower	selaab	6.03
tabahi	ilaqay	6.25
governor	daftar	6.34
