uzoo	jigar	6.15
jumla	lafz	5.48
baind	prayed	3.92
pait	kamar	5.9
khushi	fakhr	5.0
bear	mashrobat	5.42
aadmi	chacha	3.92
zahanat	mantaq	6.5
muwasilat	zabaan	7.47
mnk	khaal	6.83
taar	haddi	7.62
chirya	turkey	6.58
bistar	paalna	7.3
baar	pinjra	2.8
pani	namak	1.3
soratehaal	haalat	6.58
jurm	chori	7.53
stayl	fashion	8.5
had	sarhad	9.08
baazu	jism	4.05
kashti	car	2.37
heroen	hero	8.78
car	gij	1.13
keeray	makhi	6.07
janwar	shakhs	3.05
chars	booti	6.5
bistar	hospital	0.92
gaal	zabaan	4.52
disk	computer	3.2
vicar	zavia	3.33
ghaas	kai	5.0
school	qanoon	1.13
paon	sir	2.3
maa	walii	6.5
mun	daant	6.3
nashta	bekon	4.37
plate	pyalaa	5.23
gosht	bekon	5.8
karkun	ajir	5.37
jism	seenay	4.45
beta	baap	3.82
dil	surgery	1.08
aurat	secretary	1.98
aadmi	waalid	4.83
beech	jazeera	5.6
kahani	unwan	5.0
khail	tafreeh	3.42
aurat	biwi	5.72
bheer	maweshi	4.77
purse	bag	8.33
chhat	girja	2.42
bain	kaafi	5.15
lakri	kaghaz	2.88
oopar	pehlu	1.9
dard	nuqsaan	5.38
aashiq	saathi	5.97
baap	beti	2.62
gaaye	bakra	2.93
aqeedah	raye	7.7
haqeeqat	vahm	1.42
doulat	gurbat	1.27
jung	fatah	7.22
dost	ustaad	2.62
bemari	infection	6.9
khail	chaal	2.32
khaala	bhatija	3.1
karkun	mistri	4.92
baloot	mipl	6.03
makhi	malka	3.27
car	cycle	3.47
maqsad	justojoo	5.83
augst	maheena	5.53
fouj	dasta	5.08
baadal	mausam	4.87
mualij	doctor	8.88
darya	waadi	1.67
sooraj	aasman	2.27
hadaf	teer	3.25
chocolate	payi	2.27
halaat	soratehaal	7.85
raye	intikhab	5.43
taal	raag	6.12
aant	asaab	4.93
din	fajar	5.47
doctor	professor	4.65
baazu	rigg	3.65
karporasion	kaarobar	9.02
pahari	pahar	4.28
saib	candy	2.08
madadgaar	nokraani	5.58
rehnuma	manager	7.27
makhi	choonti	2.78
chawal	same	2.72
bistar	furniture	6.08
jazbaat	jazba	7.72
machine	engine	5.58
beech	samandar	4.68
gali	katora	1.53
jaar	bottle	7.83
taaqat	salahiyat	5.28
beej	sarson	3.48
gitaar	dhol	3.78
raye	khayaal	5.7
ghiza	tarkariyan	2.98
maa	biwi	3.02
waalid	maa	3.55
meter	yard	5.6
motor	kashti	2.57
science	nafsiat	4.92
gunehgaar	sunnat	1.6
tabahi	taamer	0.98
bheer	jhund	7.42
beech	chattaan	3.77
aadmi	bacha	4.13
rootti	paneer	1.95
champion	faateh	8.73
jashnn	taqreeb	7.72
meino	order	3.62
badshah	shehzadi	3.27
doulat	waqar	6.07
bardasht	taaqat	6.58
kkhuda	pujari	4.5
mard	baradri	3.13
dost	saathi	8.65
ustaad	madadgaar	4.28
jism	pait	3.93
zabaan	gala	3.1
ghar	qaleen	1.38
zahanat	mahaarat	5.35
safar	fatah	4.72
kkhuda	shikaar	1.23
bhai	rooh	0.97
mout	tabahi	4.13
rakshas	shetan	6.95
din	subah	4.87
aadmi	faateh	1.9
dost	larka	3.88
gana	kahani	3.97
kiran	dhoop	6.83
larka	jurna	5.83
chicken	chawal	1.43
box	lift	1.32
makhan	aalo	1.22
apartment	furniture	1.28
jheel	duldul	4.92
tarkariyan	sirka	1.13
phool	bulb	4.48
driver	pilot	6.28
cheeni	shehad	5.13
jism	kandhay	2.88
khayaal	shabih	3.55
baap	bhai	4.2
chaand	sayarah	5.87
gaind	kapray	2.32
rail	baar	5.22
kamray	bistar	2.35
phool	jhaari	4.25
haddi	ghatney	4.17
baazu	ghatney	2.75
neechay	pehlu	2.63
bartan	rigg	5.15
billi	khargosh	2.37
gosht	sandwich	2.35
aqeedah	tasawwur	5.08
zahanat	baseerat	5.9
tavajja	dilchaspi	7.22
rawayya	aetmaad	4.35
daleel	moahida	1.45
geherai	wusat	6.12
medium	khabrain	3.65
saalgirah	tareekh	5.08
fees	adaigi	7.15
bible	hamd	5.15
gallery	hall	6.35
khoon	marrow	3.4
tail	mnk	1.23
farsh	dik	5.55
chhat	farsh	2.62
darwaaza	farsh	1.67
kandhay	sir	3.42
vagon	gaari	7.7
car	gaari	5.13
doulat	shohrat	4.02
afsos	sharam	4.77
intizamia	intizam	7.25
muwasilat	guftagu	8.02
aloodgi	mahol	4.25
college	pesha	3.12
kitaab	unwan	2.07
farmolh	masawaat	7.95
kitaab	maloomat	5.0
larka	saathi	1.9
aasman	kaayenaat	4.68
abadi	log	7.68
cheif	mayor	4.85
meter	inch	5.08
wakeel	banker	1.88
camp	cabin	4.2
bartan	alaat	2.53
chirya	murghi	7.03
baaligh	bacha	2.22
sir	keel	2.47
laag	lakri	8.05
chamach	cupp	2.02
jism	asaab	3.13
aadmi	shohar	5.32
haddi	gardan	2.53
mayoosi	gussa	6.5
darya	samandar	5.72
club	muashray	5.23
akkaasi	shabih	7.27
shehzada	badshah	5.92
barf	mausam	5.48
log	party	2.2
larka	bhai	6.67
jarr	ghaas	3.55
bhuri	aankhh	3.82
paisa	moti	2.1
raqam	heera	3.42
gaari	bas	6.47
taxi	bas	5.6
ghar	godaam	4.33
ungli	khajoor	3.33
koshish	mushkil	4.45
haqeeqat	baseerat	4.77
nokari	intizam	3.97
cancer	bemari	7.93
lafz	akhbar	2.47
kmpozr	musannif	6.58
adakar	gulukar	4.52
panah	jhonpari	6.47
cabin	jhonpari	6.53
qader	aitqaad	7.07
danishmandi	zahanat	7.47
khushi	qismat	2.38
khayaal	scheme	6.75
mizaaj	jazbaat	8.12
khushi	aman	6.03
mayoosi	gham	7.22
mantaq	rayazi	3.97
daleel	tanqeed	5.08
jarhiyat	dushmani	8.48
chemistry	thyori	3.17
sukoon	hifazat	5.8
aetmaad	khud	3.12
vision	taassur	6.88
ehad	dahai	5.4
code	alamat	6.03
khatrah	bemari	3.0
haadsa	tabahi	5.9
sargarmi	tehreek	7.15
baap	kkhuda	3.57
karwai	course	5.45
bukhaar	bemari	7.65
khail	karwai	4.85
anu	sunhwa	3.05
ghar	riyasat	2.58
lafz	adab	4.77
baaligh	sarparast	6.9
akhbar	maloomat	5.65
cosuon	chacha	4.63
aadmi	saathi	3.57
ilaqay	konay	2.07
deewar	sajawat	2.62
lafz	safha	2.92
sayasatdan	saddar	7.38
saddar	mayor	5.68
kitaab	mazmoon	4.72
mazmoon	jareeda	6.18
bheer	prayed	3.93
ustaad	rabiey	4.37
hip	hont	1.43
kitaab	mazmoon	5.43
kamray	sale	4.58
box	both	3.8
beti	bacha	4.17
aaza	taang	6.9
jigar	pehphron	2.7
pahar	kinare	3.73
car	lift	1.03
bistar	sofa	3.42
kapray	button	2.3
kapray	coat	5.35
gurday	aaza	6.17
saib	chatni	1.43
chicken	steak	3.73
car	nali	0.87
tambaku	cigrette	7.5
bachi	beti	5.0
pipe	sigaar	6.03
doodh	ras	4.05
box	sigaar	1.25
apartment	hotel	3.33
ghora	bail	3.02
gilaay	naak	2.8
haddi	daant	4.17
haddi	kohni	3.78
bekon	bain	1.22
cupp	jaar	5.13
saboot	haqeeqat	7.3
taqarruri	mangni	6.75
saalgirah	saal	1.67
lafz	ishara	2.53
atom	carbon	3.1
khat	paragraph	4.0
safha	paragraph	3.03
khari	chipl	7.08
pathon	haddi	3.65
pathon	zabaan	5.0
larka	sipahi	2.15
larka	larki	3.33
bistar	kursi	3.5
kapray	jacket	5.15
bandooq	chaako	3.65
tan	dhaat	5.63
bottle	kntinr	7.93
murghi	turkey	6.13
gosht	rootti	1.67
baazu	haddi	3.83
saib	lemoo	4.05
aziat	gham	7.63
tafweez	kaam	8.7
raat	fajar	2.95
bitchrha	bail	4.93
keel	haath	3.42
kutta	ghora	2.38
baazu	gardan	1.58
gaind	dastanay	1.75
flow	bukhaar	6.08
fees	thankhowa	3.72
asaab	dimagh	3.88
larki	nokraani	2.93
bacha	larka	5.75
naak	mun	3.73
gali	car	2.38
ghanti	darwaaza	2.2
box	topi	1.3
taasub	raye	5.6
tavajja	baydaari	8.73
gussa	mood	4.1
khoubsurti	andaaz	5.72
khoubsurti	umar	1.58
kitaab	thim	2.58
dost	maa	2.53
vitamin	iron	5.55
car	factory	2.75
moahida	haalat	2.45
baab	intikhab	0.48
rayazi	taal	2.35
faateh	mojoodgi	1.08
aqeedah	phool	0.4
faateh	gole	3.23
chaal	size	0.48
intikhab	rigg	0.98
tasbeeh	fatah	0.68
bardasht	baind	0.4
jail	intikhab	1.08
haalat	larka	0.48
phool	bardasht	0.4
sorakh	moahida	0.3
dr	gussa	0.48
baradri	darwaaza	0.68
kaam	aurat	0.68
mojoodgi	darwaaza	0.48
mouse	intizam	0.48
sharaab	sadi	0.4
jazeeray	kaam	0.3
raat	baab	0.48
aloodgi	saddar	0.68
bandooq	chaal	0.48
ghusal	chaal	0.58
ghiza	saib	1.18
sad	biwi	0.58
baab	dam	0.3
sorakh	biwi	0.68
shagird	saddar	0.78
ghusal	biwi	0.48
log	sad	0.48
farmolh	laag	1.77
aurat	khaal	0.58
saib	dhoop	0.58
bandooq	subah	1.18
khana	kamar	0.98
kamera	saddar	0.48
sharaab	baind	0.68
pait	rigg	2.35
bandooq	khaal	0.3
karkun	camera	0.68
dik	mouse	0.48
chawal	larke	0.4
log	bandooq	0.68
pahar	dam	0.3
shehzadi	jazeeray	0.3
kntinr	mouse	0.3
vagon	kntinr	2.65
log	ghubarah	0.48
dollar	log	0.4
ghusal	ghubarah	0.4
pait	bedroom	0.4
cycle	bedroom	0.4
laag	ghusal	0.4
katora	dam	0.48
jao	ao	2.42
khatam	gayab	9.8
zarb	taqseem	1.75
hifazat	difaa	9.13
kho	nakaam	7.33
haasil	poora	8.57
wusool	dena	1.47
udhaar	bheek	2.62
mahswara	sifarish	8.1
jeet	kamyaab	7.9
salam	milna	6.17
tabah	bananay	1.6
samjhna	janna	7.47
kamyaab	nakaam	0.83
jama	milna	7.3
zarb	izafah	2.7
skrh	barh	0.23
taqarruri	muntakhib	8.17
mashgool	shadi	5.43
le	pouncha	4.37
bolein	sunen	3.02
kho	rakho	1.05
tanzeem	munazzam	1.45
le	qabza	7.2
sekhen	sunen	3.88
tabah	taamer	0.92
chori	khareed	1.13
karo	ho	4.23
janna	samjhna	7.63
paalna	rakhna	4.85
taawun	shirkat	6.43
ao	lana	2.42
parhna	samjhna	4.7
daryaft	shuru	4.83
haasil	kamyaab	7.5
samjhoo	suno	4.68
barhayain	barheen	8.27
udhaar	farokht	1.73
ehsas	daryaft	7.47
behas	wazahat	6.67
wapas	mustard	6.38
rakhen	karzzzz	2.25
bandobast	munazzam	8.27
kam	skrh	8.02
bolna	maanna	4.67
day	udhaar	2.22
qatal	difaa	2.63
gayab	skrh	5.8
takmeel	ban	4.0
ban	zahir	4.77
rakhna	dena	1.05
lana	bhejna	2.97
jazb	seekhna	5.48
shaamil	shadi	5.35
day	chori	0.5
munazzam	ban	1.77
taawun	shamoliat	5.18
tafteesh	peecha	7.15
shaamil	haasil	2.85
jama	shirkat	4.8
